Accident_Index,Casualty_Reference,Date,Casualty_Severity,Casualty_Type_Category,Location_Easting_OSGR,Location_Northing_OSGR
200614H070306,1,2006-07-10,Slight,Pedal Cycle,434100,385700
200614H070506,1,2006-07-02,Slight,Pedestrian,434140,384910
200614H070606,1,2006-06-28,Slight,Pedestrian,433410,385880
200614H070806,1,2006-03-13,Serious,Car,440250,385400
200614H070906,1,2006-07-03,Slight,Car,438910,383710
200614H071006,1,2006-07-10,Slight,Motorcycle,439300,384440
200614H071806,1,2006-07-11,Slight,Car,434280,384130
200614H071806,2,2006-07-11,Slight,Car,434280,384130
200614H071906,1,2006-07-12,Slight,Light goods vehicles,434400,387160
200614H071906,2,2006-07-12,Slight,Light goods vehicles,434400,387160
200614H072106,1,2006-07-13,Slight,Car,432750,389380
200614H073206,1,2006-07-12,Slight,Car,433620,386550
200614H073206,2,2006-07-12,Serious,Car,433620,386550
200614H073606,1,2006-07-13,Slight,Car,439420,384790
200614H073806,1,2006-07-17,Slight,Car,435860,394300
200614H073906,1,2006-07-15,Slight,Car,444530,381370
200614H073906,4,2006-07-15,Slight,Car,444530,381370
200614H073906,2,2006-07-15,Slight,Car,444530,381370
200614H073906,3,2006-07-15,Slight,Car,444530,381370
200614H074006,1,2006-07-17,Slight,Pedestrian,434440,392660
200614H074106,1,2006-07-11,Serious,Pedal Cycle,434750,392800
200614H074406,1,2006-07-17,Slight,Car,439930,383780
200614H074706,2,2006-07-16,Slight,Car,433510,391830
200614H074706,1,2006-07-16,Slight,Car,433510,391830
200614H075106,1,2006-07-14,Slight,Pedestrian,434070,386150
200614H075306,1,2006-07-14,Slight,Car,435220,391900
200614H075506,1,2006-07-14,Serious,Bus or Coach,437000,382750
200614H075606,1,2006-07-18,Slight,Bus or Coach,431340,389800
200614H075706,1,2006-07-19,Slight,Pedal Cycle,432830,384870
200614H075906,1,2006-07-17,Slight,Car,433050,386750
200614H076006,1,2006-07-04,Slight,Bus or Coach,441860,384740
200614H076306,1,2006-07-17,Serious,Pedestrian,443740,381390
200614H076406,1,2006-07-18,Slight,Pedal Cycle,438530,383140
200614H076506,1,2006-07-18,Slight,Car,435040,385640
200614H076906,1,2006-07-14,Serious,Pedestrian,442300,381090
200614H077006,1,2006-07-19,Slight,Bus or Coach,433570,397210
200614H077306,1,2006-07-20,Slight,Pedestrian,434720,382670
200614H078006,1,2006-07-18,Serious,Pedestrian,434640,388390
200614H078106,1,2006-07-11,Slight,Car,437030,395610
200614H078106,2,2006-07-11,Slight,Car,437030,395610
200614H078106,3,2006-07-11,Slight,Car,437030,395610
200614H078106,4,2006-07-11,Slight,Car,437030,395610
200614H078106,5,2006-07-11,Slight,Car,437030,395610
200614H078206,1,2006-07-22,Slight,Car,436040,381680
200614H078506,1,2006-05-18,Slight,Car,435060,385150
200614H078606,1,2006-07-22,Slight,Car,434710,386460
200614H078706,1,2006-07-05,Slight,Pedestrian,435930,397250
200614H078906,1,2006-07-22,Slight,Pedestrian,433030,390650
200614H078906,2,2006-07-22,Serious,Pedestrian,433030,390650
200614H079406,1,2006-07-22,Slight,Motorcycle,440290,382970
200614H079506,1,2006-07-17,Slight,Car,432320,395580
200614H079506,2,2006-07-17,Slight,Car,432320,395580
200614H079706,1,2006-07-20,Slight,Car,436310,391910
200614H080706,1,2006-07-19,Slight,Motorcycle,434530,386060
200614H080806,1,2006-07-20,Slight,Car,435040,385630
200614H081106,1,2006-07-24,Slight,Pedestrian,441390,383100
200614H081406,1,2006-07-26,Slight,Motorcycle,436060,393550
200614H081506,1,2006-07-18,Slight,Car,443660,381400
200614H081706,1,2006-07-26,Slight,Car,440320,384470
200614H081706,2,2006-07-26,Slight,Car,440320,384470
200614H081706,3,2006-07-26,Slight,Car,440320,384470
200614H081706,4,2006-07-26,Slight,Car,440320,384470
200614H082006,1,2006-07-29,Slight,Pedal Cycle,432840,385420
200614H082106,1,2006-07-23,Slight,Car,433550,393860
200614H082106,2,2006-07-23,Slight,Car,433550,393860
200614H082206,1,2006-07-26,Slight,Car,436770,395610
200614H082306,1,2006-07-21,Slight,Car,433270,385640
200614H082306,2,2006-07-21,Slight,Car,433270,385640
200614H082306,3,2006-07-21,Slight,Car,433270,385640
200614H082306,4,2006-07-21,Slight,Car,433270,385640
200614H082506,1,2006-07-27,Slight,Car,431950,387010
200614H082506,2,2006-07-27,Slight,Car,431950,387010
200614H082606,1,2006-07-25,Serious,Pedal Cycle,435020,385690
200614H082906,1,2006-07-07,Slight,Pedestrian,438880,384670
200614H083706,1,2006-07-30,Slight,Car,433630,389810
200614H084006,1,2006-07-27,Slight,Car,442550,381120
200614H085306,1,2006-08-01,Slight,Light goods vehicles,433370,393440
200614H085306,2,2006-08-01,Slight,Car,433370,393440
200614H085306,3,2006-08-01,Slight,Car,433370,393440
200614H085406,1,2006-07-28,Slight,Pedal Cycle,434280,384120
200614H085606,1,2006-07-31,Slight,Pedal Cycle,439300,384450
200614H085706,1,2006-08-02,Slight,Car,433340,390440
200614H085706,2,2006-08-02,Slight,Car,433340,390440
200614H085906,1,2006-08-04,Slight,Car,427780,390520
200614H085906,2,2006-08-04,Slight,Car,427780,390520
200614H086006,1,2006-08-06,Slight,Car,433020,387540
200614H086006,2,2006-08-06,Slight,Car,433020,387540
200614H086106,1,2006-07-25,Serious,Pedal Cycle,435640,396720
200614H086206,1,2006-08-02,Slight,Car,430750,393790
200614H086206,2,2006-08-02,Slight,Car,430750,393790
200614H086306,1,2006-08-03,Slight,Pedestrian,433360,389560
200614H086506,1,2006-08-06,Serious,Pedestrian,433220,390960
200614H086606,1,2006-08-03,Slight,Pedestrian,433260,386830
200614H086606,2,2006-08-03,Slight,Pedestrian,433260,386830
200614H086606,3,2006-08-03,Slight,Pedestrian,433260,386830
200614H086706,1,2006-08-04,Serious,Car,435720,385940
200614H086806,1,2006-08-03,Slight,Car,434130,383870
200614H086906,1,2006-07-26,Slight,Pedestrian,435860,390330
200614H087006,1,2006-08-04,Slight,Car,435150,385530
200614H087206,1,2006-08-03,Slight,Car,436990,394920
200614H087306,1,2006-08-04,Slight,Car,432530,384370
200614H087406,1,2006-08-04,Serious,Pedal Cycle,428880,381820
200614H087406,2,2006-08-04,Slight,Pedal Cycle,428880,381820
200614H087606,1,2006-08-02,Serious,Car,443450,384260
200614H087606,2,2006-08-02,Slight,Car,443450,384260
200614H087806,1,2006-08-02,Slight,Car,437950,384740
200614H087906,1,2006-08-04,Slight,Car,433810,392450
200614H087906,2,2006-08-04,Slight,Car,433810,392450
200614H089406,1,2006-07-10,Slight,Pedestrian,436270,391820
200614H089806,1,2006-08-02,Slight,Car,437830,384590
200614H089806,2,2006-08-02,Slight,Car,437830,384590
200614H090006,1,2006-08-08,Slight,Car,435070,390780
200614H090006,2,2006-08-08,Slight,Car,435070,390780
200614H090106,1,2006-07-06,Slight,Motorcycle,437110,382460
200614H090506,1,2006-08-07,Slight,Car,435260,394060
200614H090606,1,2006-08-08,Slight,Bus or Coach,434180,381170
200614H090706,1,2006-08-06,Slight,Car,431420,388480
200614H090706,2,2006-08-06,Slight,Car,431420,388480
200614H091006,1,2006-08-04,Slight,Pedal Cycle,428910,397630
200614H091106,1,2006-08-10,Slight,Car,433670,395530
200614H091106,2,2006-08-10,Slight,Car,433670,395530
200614H092106,1,2006-08-10,Slight,Car,435320,385470
200614H092206,1,2006-08-11,Slight,Pedestrian,438630,384810
200614H092306,1,2006-08-08,Slight,Car,437820,384590
200614H092406,1,2006-08-09,Slight,Car,440870,382930
200614H092406,2,2006-08-09,Slight,Car,440870,382930
200614H092606,1,2006-08-11,Slight,Car,434280,385120
200614H092706,1,2006-08-11,Slight,Motorcycle,436340,385230
200614H093006,1,2006-08-09,Fatal,Bus or Coach,432540,391250
200614H093106,1,2006-08-15,Fatal,Pedestrian,440530,386600
200614H093406,1,2006-08-09,Slight,Car,434850,385240
200614H093806,1,2006-08-14,Slight,Car,435840,394680
200614H093806,2,2006-08-14,Slight,Car,435840,394680
200614H094406,1,2006-08-16,Slight,Car,440370,386790
200614H094506,1,2006-08-11,Slight,Car,435040,385480
200614H094906,1,2006-08-13,Slight,Car,433750,389700
200614H094906,2,2006-08-13,Slight,Car,433750,389700
200614H094906,3,2006-08-13,Slight,Car,433750,389700
200614H095006,1,2006-06-18,Slight,Car,441930,386120
200614H095006,2,2006-06-18,Slight,Car,441930,386120
200614H095006,3,2006-06-18,Slight,Car,441930,386120
200614H095006,4,2006-06-18,Slight,Car,441930,386120
200614H095106,1,2006-08-15,Slight,Car,440720,382840
200614H095306,1,2006-08-17,Slight,Car,431220,390050
200614H095306,2,2006-08-17,Slight,Car,431220,390050
200614H095406,1,2006-08-16,Serious,Motorcycle,433740,393440
200614H095406,2,2006-08-16,Serious,Motorcycle,433740,393440
200614H095606,1,2006-08-16,Slight,Car,436280,391560
200614H095706,1,2006-08-17,Slight,Car,435000,385400
200614H096406,1,2006-07-20,Slight,Bus or Coach,440890,386200
200614H096506,1,2006-08-11,Slight,Car,431070,388730
200614H096606,1,2006-08-11,Slight,Pedestrian,434040,386140
200614H096906,1,2006-08-11,Slight,Car,435180,390380
200614H097106,1,2006-08-17,Slight,Car,430090,388710
200614H097106,2,2006-08-17,Slight,Car,430090,388710
200614H097206,1,2006-08-17,Slight,Pedestrian,436270,385070
200614H097306,1,2006-06-18,Slight,Car,441590,381690
200614H097306,2,2006-06-18,Slight,Car,441590,381690
200614H097706,1,2006-08-14,Slight,Car,435150,385530
200614H097806,1,2006-08-20,Slight,Car,443770,381810
200614H098706,1,2006-08-18,Slight,Car,434260,392320
200614H099306,1,2006-08-13,Serious,Car,438110,383690
200614H099306,2,2006-08-13,Slight,Car,438110,383690
200614H099506,1,2006-08-20,Serious,Motorcycle,442490,383750
200614H099506,2,2006-08-20,Serious,Car,442490,383750
200614H099706,1,2006-08-20,Serious,Car,432810,390430
200614H099906,1,2006-08-21,Serious,Motorcycle,433860,393000
200614H100306,1,2006-08-23,Slight,Pedal Cycle,432320,381350
200614H100506,1,2006-08-26,Slight,Pedal Cycle,429430,386320
200614H100606,1,2006-08-21,Slight,Pedal Cycle,437180,384070
200614H101106,1,2006-08-16,Slight,Bus or Coach,440350,383290
200614H101806,1,2006-07-08,Slight,Motorcycle,435150,390640
200614H101906,1,2006-08-25,Slight,Car,436310,391830
200614H101906,2,2006-08-25,Slight,Car,436310,391830
200614H102206,1,2006-08-25,Slight,Car,435450,385630
200614H102206,2,2006-08-25,Slight,Car,435450,385630
200614H102306,1,2006-08-28,Slight,Pedestrian,434670,396970
200614H102806,1,2006-08-14,Slight,Car,434410,384510
200614H103206,1,2006-08-28,Slight,Car,439170,385280
200614H103306,1,2006-08-25,Slight,Car,434380,383910
200614H103306,2,2006-08-25,Slight,Motorcycle,434380,383910
200614H103606,1,2006-08-24,Slight,Car,435780,384180
200614H103706,1,2006-08-29,Slight,Car,432160,382650
200614H103906,1,2006-08-27,Slight,Car,435480,383510
200614H103906,2,2006-08-27,Slight,Car,435480,383510
200614H103906,3,2006-08-27,Serious,Car,435480,383510
200614H104306,1,2006-08-29,Slight,Car,429530,387130
200614H104606,1,2006-08-29,Slight,Bus or Coach,443580,383470
200614H104706,2,2006-08-30,Slight,Car,433490,390380
200614H104706,3,2006-08-30,Slight,Car,433490,390380
200614H104706,5,2006-08-30,Slight,Car,433490,390380
200614H104706,1,2006-08-30,Serious,Car,433490,390380
200614H104706,4,2006-08-30,Slight,Car,433490,390380
200614H104706,6,2006-08-30,Slight,Car,433490,390380
200614H105006,1,2006-08-29,Slight,Pedestrian,432610,389340
200614H105206,1,2006-08-29,Serious,Motorcycle,442400,384720
200614H105506,1,2006-08-30,Slight,Motorcycle,432950,385620
200614H105606,1,2006-09-02,Slight,Car,423610,388140
200614H105906,1,2006-08-29,Slight,Pedal Cycle,433540,387070
200614H106006,1,2006-08-29,Serious,Pedestrian,434630,384270
200614H106106,1,2006-08-31,Slight,Motorcycle,443410,384260
200614H106206,1,2006-09-01,Slight,Pedal Cycle,434600,382480
200614H106906,1,2006-09-01,Slight,Car,439990,382770
200614H107306,1,2006-09-04,Serious,Pedestrian,434850,396910
200614H107906,1,2006-09-06,Slight,Pedestrian,434280,387560
200614H108306,1,2006-09-04,Slight,Car,433990,383750
200614H108306,2,2006-09-04,Slight,Car,433990,383750
200614H108506,1,2006-09-05,Slight,Car,434760,392800
200614H108506,2,2006-09-05,Slight,Car,434760,392800
200614H108606,1,2006-09-07,Fatal,Pedal Cycle,430720,384040
200614H108706,1,2006-08-27,Slight,Car,433300,389330
200614H108906,1,2006-09-04,Slight,Pedestrian,436050,392880
200614H109306,1,2006-09-07,Slight,Car,444230,383140
200614H109306,2,2006-09-07,Slight,Car,444230,383140
200614H109306,3,2006-09-07,Slight,Car,444230,383140
200614H109606,1,2006-09-10,Slight,Motorcycle,432690,390220
200614H109706,1,2006-09-08,Slight,Pedal Cycle,432500,384980
200614H109806,1,2006-09-07,Slight,Car,436240,380710
200614H109806,2,2006-09-07,Slight,Light goods vehicles,436240,380710
200614H109906,1,2006-09-10,Slight,Car,439730,384010
200614H109906,2,2006-09-10,Slight,Car,439730,384010
200614H110006,1,2006-08-22,Slight,Pedestrian,435740,384610
200614H110206,1,2006-09-07,Slight,Pedal Cycle,434490,386050
200614H110306,1,2006-09-08,Slight,Car,439580,385130
200614H110406,1,2006-09-07,Slight,Car,426880,398560
200614H110406,2,2006-09-07,Slight,Car,426880,398560
200614H110506,1,2006-09-07,Slight,Motorcycle,432710,382240
200614H110806,1,2006-09-11,Slight,Pedestrian,435150,392970
200614H110906,1,2006-09-10,Slight,Car,438410,383910
200614H110906,2,2006-09-10,Slight,Car,438410,383910
200614H112006,1,2006-09-09,Slight,Car,433360,389740
200614H113006,1,2006-09-02,Slight,Car,434390,387390
200614H113906,1,2006-08-19,Slight,Car,436460,396850
200614H113906,2,2006-08-19,Slight,Car,436460,396850
200614H113906,3,2006-08-19,Slight,Car,436460,396850
200614H114006,1,2006-09-08,Fatal,Pedal Cycle,440350,383280
200614H114206,1,2006-09-16,Slight,Car,433060,390470
200614H114406,1,2006-09-14,Slight,Car,440290,386910
200614H114606,1,2006-09-14,Slight,Pedal Cycle,434910,385910
200614H114706,1,2006-09-14,Slight,Motorcycle,433050,385670
200614H114806,1,2006-09-17,Slight,Car,434410,387150
200614H114806,2,2006-09-17,Slight,Car,434410,387150
200614H115006,1,2006-09-01,Serious,Car,429120,381920
200614H115006,2,2006-09-01,Slight,Light goods vehicles,429120,381920
200614H115306,1,2006-09-08,Slight,Car,442360,384740
200614H115406,1,2006-09-18,Slight,Pedal Cycle,433010,386750
200614H115906,1,2006-09-11,Serious,Pedestrian,438680,384230
200614H116106,1,2006-09-11,Slight,Motorcycle,433240,382920
200614H116506,1,2006-09-13,Slight,Bus or Coach,438190,384980
200614H117006,1,2006-09-16,Slight,Pedestrian,426940,398540
200614H117106,1,2006-09-18,Slight,Car,433990,389380
200614H117706,1,2006-09-19,Serious,Pedal Cycle,433740,391660
200614H117806,1,2006-09-19,Serious,Pedal Cycle,443760,381590
200614H117906,1,2006-09-18,Slight,Motorcycle,441020,383530
200614H118106,1,2006-09-21,Slight,Car,433420,395800
200614H118306,1,2006-09-17,Slight,Pedestrian,434300,384830
200614H118806,1,2006-09-22,Slight,Car,436330,390190
200614H119106,1,2006-09-22,Slight,Car,434320,380660
200614H119206,1,2006-09-24,Slight,Car,434390,387390
200614H119506,1,2006-09-22,Slight,Car,435250,391230
200614H119506,2,2006-09-22,Slight,Car,435250,391230
200614H119606,1,2006-09-19,Slight,Pedestrian,433830,387700
200614H119706,1,2006-09-20,Slight,Car,429170,387190
200614H119706,3,2006-09-20,Slight,Car,429170,387190
200614H119706,2,2006-09-20,Slight,Car,429170,387190
200614H119806,1,2006-09-16,Slight,Car,435150,390640
200614H120006,1,2006-09-21,Slight,Pedal Cycle,435150,390830
200614H120606,1,2006-09-22,Slight,Car,434170,383790
200614H120806,1,2006-08-17,Slight,Car,442140,385190
200614H120806,2,2006-08-17,Slight,Car,442140,385190
200614H120806,3,2006-08-17,Slight,Car,442140,385190
200614H121006,1,2006-09-25,Slight,Pedestrian,435590,391720
200614H121406,1,2006-09-26,Slight,Pedestrian,434040,387010
200614H121506,1,2006-08-25,Slight,Car,429080,387180
200614H121506,2,2006-08-25,Slight,Car,429080,387180
200614H121606,1,2006-09-19,Slight,Car,434560,384740
200614H122106,1,2006-09-25,Slight,Pedestrian,435090,390780
200614H122206,1,2006-09-18,Serious,Motorcycle,435380,385540
200614H122406,1,2006-09-20,Slight,Car,434400,387160
200614H122606,1,2006-09-25,Slight,Pedestrian,434380,386620
200614H123106,1,2006-09-27,Slight,Car,443640,384050
200614H123106,2,2006-09-27,Slight,Car,443640,384050
200614H123106,3,2006-09-27,Slight,Car,443640,384050
200614H123206,1,2006-09-22,Slight,Bus or Coach,436730,382770
200614H123406,1,2006-09-21,Serious,Bus or Coach,432060,385390
200614H123706,1,2006-09-27,Slight,Pedestrian,431990,387060
200614H123706,2,2006-09-27,Slight,Car,431990,387060
200614H123806,1,2006-09-26,Slight,Car,438100,392920
200614H124206,1,2006-09-28,Slight,Pedal Cycle,443770,381760
200614H124806,1,2006-10-01,Slight,Car,434100,388730
200614H124906,1,2006-10-01,Slight,Car,432740,386960
200614H125006,1,2006-09-23,Slight,Motorcycle,431660,385130
200614H125506,1,2006-09-27,Slight,Pedestrian,433320,386870
200614H125706,1,2006-10-01,Slight,Pedestrian,433540,390210
200614H126006,1,2006-09-27,Slight,Pedestrian,433870,392440
200614H126106,1,2006-09-28,Slight,Motorcycle,434850,388570
200614H126106,2,2006-09-28,Slight,Motorcycle,434850,388570
200614H126406,1,2006-09-28,Serious,Car,438950,385510
200614H126406,2,2006-09-28,Slight,Bus or Coach,438950,385510
200614H126806,1,2006-09-29,Slight,Car,435840,390450
200614H126806,2,2006-09-29,Slight,Car,435840,390450
200614H126906,1,2006-09-29,Slight,Pedal Cycle,433790,386720
200614H127606,1,2006-09-30,Slight,Pedestrian,433870,387670
200614H128106,1,2006-10-01,Slight,Car,437670,383100
200614H128206,1,2006-09-30,Serious,Pedestrian,435550,386110
200614H128606,1,2006-10-01,Slight,Car,435670,390670
200614H128606,2,2006-10-01,Slight,Car,435670,390670
200614H129106,1,2006-09-26,Slight,Car,435850,394700
200614H129606,2,2006-09-30,Slight,Car,433250,385760
200614H129606,1,2006-09-30,Slight,Car,433250,385760
200614H129706,1,2006-09-29,Slight,Car,436240,393970
200614H130006,1,2006-10-04,Slight,Car,433450,383190
200614H130006,3,2006-10-04,Slight,Car,433450,383190
200614H130006,2,2006-10-04,Slight,Car,433450,383190
200614H130106,1,2006-09-13,Slight,Car,434740,380700
200614H130306,1,2006-10-06,Slight,Pedestrian,433250,389640
200614H131706,1,2006-09-21,Slight,Car,433420,390620
200614H132006,1,2006-10-05,Slight,Pedal Cycle,435110,382640
200614H132206,1,2006-10-05,Slight,"Heavy goods vehicles ",438270,384950
200614H132206,2,2006-10-05,Slight,Car,438270,384950
200614H132206,3,2006-10-05,Slight,Car,438270,384950
200614H132506,1,2006-09-08,Slight,Pedestrian,433140,394020
200614H133306,1,2006-10-05,Slight,Car,440940,386200
200614H133306,2,2006-10-05,Serious,Pedestrian,440940,386200
200614H133406,1,2006-10-09,Slight,Car,431830,388120
200614H133906,1,2006-09-10,Slight,Car,435280,385710
200614H133906,2,2006-09-10,Slight,Car,435280,385710
200614H133906,3,2006-09-10,Slight,Car,435280,385710
200614H134206,1,2006-10-09,Serious,Pedal Cycle,433310,388560
200614H134306,1,2006-10-11,Slight,Pedal Cycle,434950,385360
200614H134506,1,2006-10-07,Slight,Car,425170,387740
200614H134606,1,2006-10-03,Slight,Car,436870,395520
200614H134606,2,2006-10-03,Slight,Car,436870,395520
200614H134806,1,2006-10-06,Slight,Car,443210,381870
200614H135306,1,2006-10-02,Slight,Car,433460,386730
200614H135306,2,2006-10-02,Slight,Car,433460,386730
200614H136006,1,2006-10-06,Slight,Car,434860,386100
200614H136106,1,2006-10-10,Slight,Pedestrian,435730,383400
200614H136206,1,2006-10-07,Slight,Car,441680,383440
200614H136306,1,2006-06-14,Slight,Car,433700,390730
200614H136706,1,2006-08-03,Slight,Car,434920,385330
200614H136806,1,2006-10-12,Slight,Other,434410,386630
200614H137006,1,2006-10-12,Slight,Car,434910,392570
200614H137106,1,2006-10-06,Slight,Car,434970,385780
200614H137506,1,2006-10-13,Slight,Car,421000,386000
200614H137806,1,2006-10-09,Slight,Motorcycle,434910,390640
200614H137906,1,2006-10-04,Slight,Pedestrian,432910,386390
200614H138006,1,2006-10-11,Slight,Pedestrian,430940,386630
200614H138406,1,2006-10-12,Slight,Pedestrian,435630,385390
200614H138506,1,2006-10-12,Slight,Bus or Coach,433430,389500
200614H138706,1,2006-09-29,Slight,Pedal Cycle,435020,384920
200614H138906,1,2006-10-01,Slight,Car,441640,381800
200614H139706,1,2006-10-13,Serious,Car,437370,394090
200614H139906,1,2006-10-14,Slight,Car,433040,396430
200614H140006,1,2006-10-13,Serious,Motorcycle,439900,387490
200614H140306,1,2006-08-26,Slight,Car,435110,381210
200614H140406,1,2006-10-11,Slight,Motorcycle,436140,392480
200614H140906,1,2006-10-17,Slight,Car,434410,387160
200614H141306,1,2006-10-16,Slight,Pedal Cycle,434400,387100
200614H141606,1,2006-10-14,Slight,Car,432220,386980
200614H141706,2,2006-10-17,Slight,"Heavy goods vehicles ",437010,394740
200614H141706,1,2006-10-17,Slight,"Heavy goods vehicles ",437010,394740
200614H142006,1,2006-10-11,Slight,Pedestrian,434820,383210
200614H142106,1,2006-10-17,Slight,Car,434050,387920
200614H142206,3,2006-10-17,Slight,Car,429490,396460
200614H142206,1,2006-10-17,Slight,Car,429490,396460
200614H142206,2,2006-10-17,Slight,Car,429490,396460
200614H142806,1,2006-10-07,Slight,Motorcycle,435300,396270
200614H143106,1,2006-10-17,Slight,Car,431820,380610
200614H143106,2,2006-10-17,Slight,Car,431820,380610
200614H143506,1,2006-10-17,Serious,Pedal Cycle,433000,390500
200614H143806,1,2006-10-17,Slight,Motorcycle,432840,390840
200614H143906,1,2006-10-11,Slight,Pedestrian,433100,389810
200614H144106,1,2006-10-11,Slight,Pedal Cycle,444120,382820
200614H144306,1,2006-10-18,Slight,Pedestrian,437050,383330
200614H144606,1,2006-10-19,Slight,Car,433990,386110
200614H144606,2,2006-10-19,Slight,Car,433990,386110
200614H144906,1,2006-09-15,Slight,Car,435850,394320
200614H145106,1,2006-10-17,Slight,Pedestrian,435450,385340
200614H145106,2,2006-10-17,Slight,Pedestrian,435450,385340
200614H145306,1,2006-10-19,Slight,Car,433780,391630
200614H145906,1,2006-10-12,Slight,Pedestrian,432260,387180
200614H146806,1,2006-10-13,Slight,Pedestrian,434280,384840
200614H147206,1,2006-09-29,Slight,Pedal Cycle,439900,383840
200614H147406,1,2006-10-20,Slight,Motorcycle,435180,386200
200614H147806,1,2006-10-17,Slight,Pedal Cycle,434390,384480
200614H147906,1,2006-10-23,Slight,Car,440720,382840
200614H147906,2,2006-10-23,Slight,Car,440720,382840
200614H148306,1,2006-10-15,Slight,Car,431500,386830
200614H148306,2,2006-10-15,Slight,Car,431500,386830
200614H148406,1,2006-10-20,Slight,Pedestrian,435160,392980
200614H148606,1,2006-10-18,Serious,Pedal Cycle,432260,383540
200614H149006,1,2006-10-14,Slight,Pedestrian,432060,389890
200614H149006,2,2006-10-14,Slight,Pedestrian,432060,389890
200614H149106,1,2006-10-24,Fatal,Motorcycle,430400,387080
200614H149206,1,2006-10-24,Slight,Bus or Coach,434410,386320
200614H149206,2,2006-10-24,Serious,Bus or Coach,434410,386320
200614H149206,3,2006-10-24,Slight,Bus or Coach,434410,386320
200614H149306,1,2006-10-26,Slight,Pedal Cycle,434880,386220
200614H149406,1,2006-10-25,Slight,Car,438300,384930
200614H150106,1,2006-10-26,Slight,Bus or Coach,433310,389590
200614H150206,1,2006-10-24,Serious,Pedestrian,433880,387680
200614H151106,1,2006-10-21,Slight,Car,433660,393470
200614H151206,1,2006-10-28,Slight,Car,435380,385540
200614H151206,2,2006-10-28,Slight,Car,435380,385540
200614H151206,3,2006-10-28,Slight,Car,435380,385540
200614H151406,1,2006-10-27,Slight,Pedal Cycle,435710,385940
200614H151606,1,2006-10-24,Slight,Pedestrian,442690,380880
200614H151706,1,2006-10-27,Slight,Light goods vehicles,439850,383870
200614H152106,1,2006-10-23,Slight,Car,441940,386120
200614H152106,2,2006-10-23,Slight,Car,441940,386120
200614H152206,1,2006-10-25,Slight,Bus or Coach,442740,385680
200614H152706,1,2006-09-16,Slight,Car,439510,383470
200614H152706,2,2006-09-16,Slight,Car,439510,383470
200614H152806,1,2006-10-28,Slight,Car,444550,382220
200614H153006,1,2006-10-29,Slight,Car,435770,384860
200614H154006,1,2006-10-26,Slight,Car,435830,385640
200614H154006,2,2006-10-26,Slight,Car,435830,385640
200614H154106,1,2006-11-01,Slight,Motorcycle,433510,386430
200614H154606,1,2006-11-03,Serious,Car,431090,387820
200614H154606,2,2006-11-03,Serious,Car,431090,387820
200614H154806,1,2006-11-02,Slight,Car,434420,387150
200614H154806,2,2006-11-02,Slight,Car,434420,387150
200614H155106,1,2006-10-31,Slight,Car,433180,382830
200614H155106,2,2006-10-31,Slight,Car,433180,382830
200614H155106,3,2006-10-31,Slight,Car,433180,382830
200614H155506,1,2006-11-03,Slight,Car,436070,393410
200614H155606,1,2006-11-03,Slight,Pedestrian,434710,396250
200614H155806,1,2006-11-03,Fatal,Pedestrian,435090,381380
200614H155906,1,2006-11-05,Slight,Car,443260,383280
200614H155906,3,2006-11-05,Slight,Car,443260,383280
200614H155906,2,2006-11-05,Slight,Car,443260,383280
200614H155906,4,2006-11-05,Slight,Car,443260,383280
200614H155906,5,2006-11-05,Serious,Car,443260,383280
200614H156106,1,2006-11-03,Slight,Car,440850,384510
200614H156206,1,2006-11-05,Slight,Car,436950,395410
200614H156206,4,2006-11-05,Slight,Car,436950,395410
200614H156206,5,2006-11-05,Slight,Car,436950,395410
200614H156206,6,2006-11-05,Slight,Car,436950,395410
200614H156206,7,2006-11-05,Slight,Car,436950,395410
200614H156206,8,2006-11-05,Serious,Car,436950,395410
200614H156206,2,2006-11-05,Slight,Light goods vehicles,436950,395410
200614H156206,3,2006-11-05,Slight,Light goods vehicles,436950,395410
200614H156406,1,2006-11-05,Slight,Car,442480,382900
200614H156406,3,2006-11-05,Slight,Car,442480,382900
200614H156406,4,2006-11-05,Slight,Car,442480,382900
200614H156406,2,2006-11-05,Slight,Car,442480,382900
200614H157306,1,2006-11-02,Slight,Car,440010,383850
200614H157306,2,2006-11-02,Slight,Car,440010,383850
200614H157506,1,2006-11-04,Slight,Car,439410,385750
200614H158106,1,2006-10-27,Slight,Bus or Coach,442470,383100
200614H158806,1,2006-11-05,Slight,Motorcycle,433690,383480
200614H158806,2,2006-11-05,Serious,Pedestrian,433690,383480
200614H159406,1,2006-11-06,Slight,Bus or Coach,434980,385750
200614H159406,2,2006-11-06,Slight,Bus or Coach,434980,385750
200614H159406,3,2006-11-06,Slight,Bus or Coach,434980,385750
200614H159406,4,2006-11-06,Slight,Bus or Coach,434980,385750
200614H159406,5,2006-11-06,Slight,Bus or Coach,434980,385750
200614H159706,1,2006-11-07,Slight,Car,441930,386120
200614H160206,1,2006-11-04,Slight,Bus or Coach,434160,392570
200614H160306,1,2006-11-07,Slight,Car,434670,388330
200614H160506,1,2006-11-07,Slight,Car,440810,386260
200614H160606,1,2006-11-02,Slight,Car,436430,396850
200614H161206,1,2006-10-08,Slight,Car,434150,391420
200614H161406,1,2006-11-09,Slight,Light goods vehicles,437330,394170
200614H161806,1,2006-10-25,Slight,Car,433830,392450
